"index","organization_id","name","country","description","order_date","ship_date","industry","no_of_emp","customer_id","product_id","sales"
505,"61dA9fefC27c3a9","Ayers-Hernandez","India","Cross-group logistical success","2017-11-05","2017-11-07","Higher Education / Acadamia",5982,"MY-17380","OFF-PA-10000357","167.94"
506,"795195c9db5E1c0","Cline-Heath","Chad","Fundamental national data-warehouse","2017-11-05","2017-11-07","Computer Networking",6977,"EB-13705","OFF-BI-10003274","67.8"
507,"c32ab921aCa1B00","Rivera, Russo and Romero","Nicaragua","Versatile leadingedge analyzer","2016-05-26","2016-05-30","Package / Freight Delivery",8848,"CM-12385","OFF-AR-10001662","26.94"
508,"4aE70BE74F2674D","Hardy, Ellis and Hopkins","Moldova","Multi-tiered web-enabled initiative","2015-11-20","2015-11-24","Library",4990,"CM-12385","OFF-AR-10003856","32.04"
509,"3f665DEB1D8d4E9","Gray and Sons","China","Virtual system-worthy adapter","2016-04-22","2016-04-29","Packaging / Containers",8303,"CM-12385","OFF-ST-10001228","32.13"
510,"f3B2e86f669AbA9","Hogan-Rodgers","Marshall Islands","Programmable stable interface","2016-04-22","2016-04-29","Glass / Ceramics / Concrete",5029,"CM-12385","OFF-BI-10003527","2.88"
511,"0FAfCa3DCbdb5C5","Baxter-Morgan","Saudi Arabia","Balanced value-added access","2016-10-14","2016-10-18","Paper / Forest Products",545,"LS-17245","FUR-FU-10001290","1091.93"
512,"aFEAF6bEef0db13","Frederick-Singh","Chile","De-engineered system-worthy help-desk","2016-10-14","2016-10-18","Fine Art",5687,"LS-17245","TEC-AC-10002399","111.96"
513,"778FB7e29D989a6","Harvey, Pennington and Richard","Hungary","User-centric methodical groupware","2014-04-05","2014-04-07","Computer Hardware",3894,"LF-17185","OFF-AR-10002053","26.7"
514,"41EC4DDD3F62BBC","Arroyo, Garcia and Patterson","Denmark","Sharable grid-enabled Internet solution","2014-04-05","2014-04-07","Wireless",9235,"BN-11515","OFF-AR-10003811","40.2"
515,"90ACD16eC3fFE95","Lynch Ltd","Northern Mariana Islands","Adaptive transitional intranet","2014-04-05","2014-04-07","Outsourcing / Offshoring",2369,"BN-11515","OFF-AR-10001246","13.89"
516,"1efcc32edE60fca","Rios-Walsh","Thailand","Reactive attitude-oriented adapter","2014-04-05","2014-04-07","Renewables / Environment",3747,"AD-10180","TEC-CO-10003236","689.82"
517,"D6a73E79088828f","Sanford Inc","Sao Tome and Principe","Function-based leadingedge structure","2016-08-06","2016-08-11","Professional Training",5994,"AD-10180","OFF-ST-10004507","38.34"
518,"DAD2bd3ae5cE86D","Vasquez-Ochoa","Cuba","User-centric asymmetric framework","2014-12-14","2014-12-16","Packaging / Containers",4878,"AD-10180","OFF-PA-10001667","9.264"
519,"BdE60A0ba20f8EC","Bean, Hudson and Velasquez","Saint Barthelemy","Down-sized tangible alliance","2017-05-30","2017-06-03","Writing / Editing",7395,"AD-10180","OFF-ST-10004459","204.6664"
520,"7D2AD65fddd66C5","Drake PLC","Mali","Cross-group human-resource framework","2016-10-14","2016-10-19","Warehousing",4793,"DB-13210","TEC-AC-10000171","1649.75"
521,"0a55B0f24D3Eeb1","Weeks-Joseph","United Kingdom","Persevering hybrid paradigm","2014-03-14","2014-03-18","Mining / Metals",4528,"DB-13210","OFF-ST-10000736","91.056"
522,"df5374b39F2fF79","Villegas-Liu","Malaysia","Synergized 24hour system engine","2014-02-17","2014-02-24","Mental Health Care",9517,"DB-13210","OFF-BI-10000285","54.208"
523,"95eC7F1C0C5a9F5","Daniels, Whitney and Valenzuela","Russian Federation","Face-to-face foreground initiative","2015-08-24","2015-08-26","Human Resources / HR",6869,"MC-17605","FUR-TA-10001857","26.982"
524,"788906D5EDDABE1","Lucero-Trevino","Iran","Extended bandwidth-monitored monitoring","2015-08-24","2015-08-26","Think Tanks",6403,"LH-17155","TEC-PH-10003555","6.912"
525,"df66E70fAE1aa5d","Barnett-Randolph","Algeria","Centralized 24hour adapter","2015-08-24","2015-08-26","Automotive",7518,"LH-17155","TEC-AC-10003832","435.504"
526,"c3B6DFAaa57f88C","Diaz, Mercer and Yoder","Dominican Republic","Multi-lateral foreground task-force","2017-05-08","2017-05-12","Medical Practice",4077,"BD-11605","OFF-FA-10002815","81.08"
527,"Ce017B247DB1EDE","Mcmahon and Sons","British Virgin Islands","Re-contextualized 24hour secured line","2016-02-04","2016-02-09","Medical Practice",6029,"PH-18790","FUR-CH-10003379","93.02"
528,"244f2BdbB45DCBc","Wiley and Sons","Antigua and Barbuda","Upgradable real-time encoding","2014-12-19","2014-12-25","Transportation",6177,"PH-18790","FUR-FU-10001756","323.976"
529,"bde405D2e490EBe","Salazar-Hanson","Andorra","Self-enabling empowering focus group","2014-12-19","2014-12-25","Biotechnology / Greentech",92,"MG-18145","OFF-ST-10004963","15.552"
530,"dE66a10fAf4e5B1","Tanner-Webster","Chad","Programmable full-range emulation","2014-12-19","2014-12-25","Pharmaceuticals",4176,"MG-18145","OFF-SU-10002881","32.592"
531,"F98B8cdDCB4FfEd","Parker, Cherry and Jimenez","Sierra Leone","Face-to-face object-oriented website","2017-12-05","2017-12-06","Oil / Energy / Solar / Greentech",4261,"MG-18145","OFF-EN-10001335","83.92"
532,"59cFbb4DA336DCb","Briggs PLC","Swaziland","Centralized static toolset","2017-12-05","2017-12-06","Wine / Spirits",5245,"KB-16240","FUR-CH-10000595","199.9"
533,"6e6BF4D43DdFbCd","Stephenson, Ashley and Chung","Suriname","Centralized context-sensitive Local Area Network","2017-12-05","2017-12-06","Glass / Ceramics / Concrete",9716,"JC-15340","FUR-FU-10000448","31.176"
534,"fa302496C8b81dE","Salazar Ltd","Cuba","Robust solution-oriented frame","2017-12-05","2017-12-06","Information Services",2730,"RL-19615","TEC-PH-10000984","172.752"
535,"bcF355a517CB541","Decker, Wang and Barajas","French Southern Territories","Open-architected uniform throughput","2017-12-05","2017-12-06","Commercial Real Estate",871,"RL-19615","OFF-BI-10002557","9.296"
536,"4cD5fA2EDeADB49","Meza-Schneider","Monaco","De-engineered non-volatile framework","2017-03-24","2017-03-25","Religious Institutions",4631,"AA-10375","OFF-ST-10001325","12.768"
537,"994AAd9baA0bef3","Guzman LLC","Chad","Configurable regional focus group","2017-07-08","2017-07-12","Banking / Mortgage",2251,"EP-13915","OFF-BI-10002429","52.76"
538,"91fC21F3fF0C6A4","Rollins-Meyer","Egypt","Phased foreground Graphical User Interface","2017-10-26","2017-10-31","Biotechnology / Greentech",7454,"MP-17470","OFF-BI-10004528","55.616"
539,"2f417d8EDbecdDA","Copeland-Hobbs","Portugal","Enterprise-wide heuristic Graphical User Interface","2016-10-27","2016-10-31","Computer / Network Security",2174,"DK-12985","OFF-AP-10001271","427.644"
540,"B87a9762ff1eCDC","Mcconnell-Sheppard","Cape Verde","Reverse-engineered demand-driven capacity","2016-10-27","2016-10-31","Primary / Secondary Education",9808,"DK-12985","FUR-CH-10002647","40.67"
541,"979Fc3e02c5f6FC","Zhang, Sosa and Ayala","Palestinian Territory","Object-based 4thgeneration website","2016-10-27","2016-10-31","Military Industry",859,"BD-11500","TEC-AC-10001432","33.48"
542,"F7c7DfFB1d299cA","Morris Ltd","Tonga","Persevering zero tolerance forecast","2016-10-27","2016-10-31","Outsourcing / Offshoring",1351,"ES-14080","TEC-PH-10002262","9.728"
543,"624F5E1C3C0f0a0","Pierce, Gallegos and Knox","France","Synchronized real-time conglomeration","2017-06-12","2017-06-14","Fine Art",6016,"LM-17065","OFF-ST-10001809","8.856"
544,"caa9F2DcfE626cE","Daniels and Sons","Saint Vincent and the Grenadines","Cross-platform dedicated Local Area Network","2016-09-25","2016-09-27","Defense / Space",4354,"PG-18895","TEC-AC-10001465","477.666"
545,"Adbab402A9cC80a","Hickman, Valentine and Krause","Northern Mariana Islands","Decentralized coherent protocol","2017-09-07","2017-09-09","Furniture",56,"PG-18895","TEC-PH-10002597","16.9"
546,"Ae2B2DE902c631b","Horton LLC","Puerto Rico","Persistent fault-tolerant Local Area Network","2017-09-07","2017-09-09","Financial Services",9917,"PG-18895","FUR-FU-10000723","39.96"
547,"A428fB0F7d1ADa4","Shah, Robbins and Nielsen","Grenada","Multi-tiered real-time synergy","2015-05-11","2015-05-16","Airlines / Aviation",4522,"AS-10135","OFF-BI-10000404","191.968"
548,"CfC7683A8cee57D","Armstrong-Griffith","Kyrgyz Republic","Ergonomic optimizing groupware","2015-08-06","2015-08-10","Plastics",8509,"AS-10135","OFF-PA-10002986","35.52"
549,"f0a58aa2dB37dda","Gutierrez, Vasquez and Austin","Ecuador","Synergistic actuating secured line","2015-08-06","2015-08-10","Furniture",5052,"DK-13225","OFF-ST-10000604","6.23"
550,"B69FbB8d50E9aBC","Sheppard, Gould and Boyd","Malawi","Persevering optimizing time-frame","2015-08-06","2015-08-10","Legal Services",6877,"DK-13225","OFF-BI-10004738","56.704"
551,"02c7Ad4B6D0a2DE","Harrison, Banks and Bradford","Liechtenstein","Progressive explicit budgetary management","2015-08-06","2015-08-10","Events Services",2991,"DK-13225","OFF-SU-10001935","369.1992"
552,"6FB2023D97790C7","Dunlap-Fritz","Indonesia","Self-enabling mission-critical database","2014-10-29","2014-11-02","Textiles",8677,"BD-11320","FUR-CH-10002024","1.98"
553,"62C64FB9dcD9ce5","George Ltd","Niger","Devolved client-server hub","2014-10-29","2014-11-02","Real Estate / Mortgage",7296,"RC-19960","FUR-FU-10003039","75.88"
554,"B052E13Ef7e952A","Castaneda, Floyd and Mcdaniel","Nigeria","Reverse-engineered uniform firmware","2016-06-18","2016-06-20","Airlines / Aviation",6844,"GT-14710","OFF-FA-10004248","6.848"
555,"5107ad80B54AFdF","Roberson, Fuller and Oneill","United Kingdom","Quality-focused secondary policy","2016-06-18","2016-06-20","Government Administration",1501,"DK-13225","OFF-ST-10001780","4.626"
556,"3027fa2EdAEf05a","Stein, Gomez and Garrison","Saudi Arabia","Ameliorated exuding workforce","2016-06-18","2016-06-20","Food / Beverages",8793,"AJ-10945","OFF-AR-10003560","453.6"
557,"Bd5E1A9A3F0f95A","Riddle-Griffith","Angola","Balanced client-server matrix","2015-05-03","2015-05-06","Fishery",1213,"OT-18730","OFF-LA-10001297","13.848"
558,"4eB2ba5BDadcAbb","Snyder Group","Estonia","Optimized stable open system","2015-11-10","2015-11-14","Commercial Real Estate",1363,"OT-18730","FUR-TA-10004256","577.584"
559,"BaB1Df6EAa15de3","English Ltd","Marshall Islands","Multi-tiered disintermediate policy","2015-05-30","2015-06-03","Recreational Facilities / Services",1820,"OT-18730","OFF-PA-10003441","151.96"
560,"3cc7dd7c3bB57c9","Ponce-Charles","Western Sahara","Seamless leadingedge focus group","2016-09-22","2016-09-27","Government Relations",3598,"LP-17080","FUR-FU-10003347","68.432"
561,"E0c34C4C54d52fe","Solis-Cortez","Guinea-Bissau","Versatile intangible portal","2015-11-28","2015-12-02","Facilities Services",9069,"LP-17080","OFF-BI-10000069","71.12"
562,"ABF8dCCaBe179F9","Dodson-Lam","Cyprus","Balanced 6thgeneration core","2015-11-28","2015-12-02","Judiciary",9440,"CA-12775","OFF-AP-10003914","3.008"
563,"B7B5ca3592086ed","Joyce, Chambers and Monroe","Congo","Configurable asynchronous protocol","2015-12-03","2015-12-05","Animation",9684,"CA-12775","FUR-FU-10004020","184.66"
564,"089aec7Dc0e8E4e","Kidd PLC","Sweden","Right-sized directional system engine","2014-10-17","2014-10-19","Publishing Industry",434,"JF-15490","OFF-FA-10003467","5.312"
565,"B018AfA049f1ec9","Brock Inc","Martinique","Expanded value-added service-desk","2016-05-03","2016-05-05","Fishery",8840,"JF-15490","OFF-LA-10000634","132.52"
566,"EbC6f1af4dFd56b","Jarvis LLC","Tunisia","Digitized bi-directional time-frame","2016-05-03","2016-05-05","Renewables / Environment",9151,"FP-14320","TEC-PH-10002496","195.64"
567,"f07D1c97e06D8c2","Garrison and Sons","Puerto Rico","Digitized bottom-line access","2016-05-03","2016-05-05","Package / Freight Delivery",8166,"EB-13840","OFF-PA-10004530","51.968"
568,"4CD5cC59B0AA9c5","Bird, Ferrell and Hughes","Bulgaria","Distributed national time-frame","2016-05-03","2016-05-05","Cosmetics",6336,"EB-13840","OFF-BI-10001107","431.976"
569,"fb9ca60B6CEF6da","Barrett Inc","Greece","Up-sized optimizing process improvement","2016-05-03","2016-05-05","Furniture",2624,"EB-13840","OFF-PA-10004451","224.937"
570,"EcDbf14F9f876D7","Manning, Mcpherson and Robertson","France","Switchable coherent functionalities","2016-05-03","2016-05-05","Plastics",8644,"EB-13840","FUR-CH-10004997","6"
571,"31aeBa479968aF3","Dunn, Dillon and Blair","Belgium","Horizontal 24hour open system","2015-06-01","2015-06-08","Printing",5962,"JF-15415","OFF-LA-10001297","11.76"
572,"5CB0bBca289679c","Bright-Summers","Benin","Front-line mission-critical interface","2014-03-31","2014-03-31","Writing / Editing",5406,"JF-15415","OFF-FA-10000585","1125.488"
573,"D9A26D0e83CbBCe","Bradshaw-Navarro","Latvia","Polarized disintermediate methodology","2014-03-31","2014-03-31","Management Consulting",3113,"JF-15415","OFF-BI-10001922","12.645"
574,"F6bD3aDFAeddFDE","Frost, Orr and Odonnell","Sierra Leone","Multi-lateral high-level process improvement","2014-03-31","2014-03-31","Farming",1951,"JF-15415","TEC-PH-10000347","4.032"
575,"edbCE3CdFcB93fb","Chase-Chandler","Namibia","Right-sized client-server open system","2017-07-05","2017-07-07","Construction",117,"SF-20200","OFF-AR-10003394","79.96"
576,"7deB9B07d11278e","Pineda-Vaughan","United States of America","Assimilated responsive definition","2015-09-24","2015-09-24","Sporting Goods",8635,"TG-21640","OFF-PA-10004530","6.732"
577,"3E5AFfb1dEBd0F9","Gross-Holloway","Hong Kong","Ameliorated bottom-line knowledgebase","2015-09-24","2015-09-24","Plastics",8389,"TG-21640","OFF-PA-10001450","33.568"
578,"3D41753AADAc2FB","Mueller Group","Albania","Function-based value-added moratorium","2015-09-24","2015-09-24","Graphic Design / Web Design",956,"TG-21640","OFF-SU-10001574","15.84"
579,"cAEBe8A60d46f16","Torres-Preston","Sweden","Implemented real-time concept","2015-09-24","2015-09-24","Warehousing",9540,"CS-11950","OFF-ST-10002974","24.424"
580,"6bC62F2c0fcfb43","Horne, Hartman and Flowers","Lebanon","Profound homogeneous throughput","2015-09-24","2015-09-24","Internet",1312,"CS-11950","FUR-FU-10001475","17.12"
581,"bdd84B1b8edF08E","Franco-Valdez","Spain","Cross-group static product","2015-08-13","2015-08-13","Entertainment / Movie Production",5674,"CC-12145","OFF-SU-10004498","31.56"
582,"f7ADc494C906Cc8","Cantrell, Cervantes and Foster","Tanzania","Switchable reciprocal focus group","2015-05-26","2015-05-28","Furniture",1915,"DV-13465","TEC-PH-10004977","105.686"
583,"2D66c5BC84d36bf","Estes, Poole and Henderson","Italy","Synergized demand-driven functionalities","2015-05-26","2015-05-28","Consumer Goods",5842,"DV-13465","TEC-PH-10000586","399.54"
584,"a24DFD5Ad79C3a7","Mccullough-Zavala","Kiribati","Focused holistic functionalities","2015-05-26","2015-05-28","Plastics",8897,"DV-13465","OFF-AP-10000358","104.93"
585,"Db82Eaf8e7A59AF","Hess-Shelton","British Indian Ocean Territory (Chagos Archipelago)","Multi-layered user-facing middleware","2017-09-14","2017-09-16","Consumer Electronics",7188,"DV-13465","OFF-BI-10002764","1079.85"
586,"FDdF45e1defEBBC","Ware LLC","Cuba","Decentralized client-driven throughput","2017-09-14","2017-09-16","Real Estate / Mortgage",9941,"DV-13465","TEC-PH-10001254","70.98"
587,"f7fd306cDfC11F9","Hopkins-Shelton","Mayotte","Open-source analyzing success","2017-09-14","2017-09-16","Investment Banking / Venture",4109,"BD-11725","FUR-CH-10003956","29.95"
588,"dDdBDDfcFF9f56F","Mcknight Group","Guam","Optimized impactful productivity","2017-09-14","2017-09-16","Performing Arts",2616,"BD-11725","OFF-LA-10003930","589.41"
589,"27420Ce389Eb0Ef","Jackson-Mueller","Suriname","Programmable bandwidth-monitored middleware","2016-06-07","2016-06-11","Financial Services",6715,"ZC-21910","TEC-PH-10003800","9.648"
590,"E4A91c4dae32af6","Skinner Inc","Germany","Programmable logistical superstructure","2017-06-25","2017-06-27","Mining / Metals",4738,"ZC-21910","OFF-PA-10002005","400.784"
591,"3Ae10048c7C56ea","Humphrey PLC","Saint Lucia","Up-sized upward-trending process improvement","2017-08-26","2017-08-27","Computer / Network Security",6285,"ZC-21910","OFF-BI-10002498","53.72"
592,"C3Ba071A2Bb4d6F","Bolton, Diaz and Kent","Bolivia","Persistent demand-driven architecture","2016-08-26","2016-08-28","Information Services",1053,"ZC-21910","OFF-PA-10004101","31.008"
593,"9Addc5Cf1F594a3","Mason, Young and Evans","Poland","Managed reciprocal infrastructure","2016-11-18","2016-11-18","International Trade / Development",2586,"MS-17830","OFF-AR-10004078","61.12"
594,"A68BBe2bDba36E4","Harrell, Wagner and Snyder","Hungary","Ameliorated asymmetric circuit","2017-04-17","2017-04-22","Education Management",7679,"MS-17830","TEC-AC-10001266","195.136"
595,"CF994a5e514f247","Townsend-Welch","Solomon Islands","Cross-platform grid-enabled process improvement","2017-07-23","2017-07-28","Religious Institutions",5547,"LR-16915","OFF-AP-10004708","121.536"
596,"aa873bA4aEf3c16","Case, Avery and Zuniga","Monaco","Triple-buffered asynchronous flexibility","2014-05-11","2014-05-15","Entertainment / Movie Production",7671,"LR-16915","TEC-CO-10004115","17.472"
597,"0BcE557FEb98Bdc","Mayo-Lane","United States Virgin Islands","Front-line fresh-thinking analyzer","2014-05-11","2014-05-15","Publishing Industry",361,"LR-16915","TEC-PH-10002398","104.58"
598,"ADbc3dc697ebef9","Cardenas-Huffman","Saint Lucia","Re-engineered 24hour solution","2016-07-28","2016-08-01","Luxury Goods / Jewelry",6041,"LR-16915","FUR-FU-10001979","24.7"
599,"3AbB3f3Bb9c1c3C","Wallace-Hines","Hungary","Object-based multi-state data-warehouse","2016-07-28","2016-08-01","Utilities",5573,"TP-21130","OFF-SU-10004115","302.72"
600,"CD437b1b90e7D3C","Roach-Oneal","Montenegro","Vision-oriented user-facing website","2017-09-14","2017-09-19","Apparel / Fashion",2854,"CK-12205","TEC-PH-10001425","8.56"
601,"EAe5E1a9FD8CD1d","Parrish-Avila","Rwanda","Universal radical structure","2017-09-14","2017-09-19","Railroad Manufacture",4626,"CK-12205","TEC-PH-10003963","11.56"
602,"e90aad8ecC4D7Ec","Mckee Inc","Tanzania","Quality-focused bifurcated service-desk","2017-01-24","2017-01-29","Package / Freight Delivery",7878,"CK-12205","OFF-SU-10001574","25.86"
603,"67c2eeba523aCac","Hahn, Cobb and Cline","Pitcairn Islands","Stand-alone high-level circuit","2017-01-24","2017-01-29","Judiciary",6646,"AS-10240","OFF-ST-10001490","276.784"
604,"5B3567Fb3C8BB78","Haas, Oliver and Osborn","Mauritius","Inverse background forecast","2017-01-24","2017-01-29","Import / Export",6789,"AS-10240","FUR-FU-10001756","110.352"
605,"bEbDBffB7a060b6","Gaines, Gomez and Madden","Israel","Triple-buffered empowering strategy","2015-09-19","2015-09-23","Oil / Energy / Solar / Greentech",1132,"AS-10240","OFF-BI-10000773","60.84"
606,"53a8263EDeC77Ba","Blair LLC","Libyan Arab Jamahiriya","Compatible even-keeled artificial intelligence","2015-04-14","2015-04-18","Market Research",989,"AS-10240","OFF-BI-10001543","35.208"
607,"a0DCF3Bcf1addEA","Gordon and Sons","Bulgaria","Organized executive middleware","2017-05-08","2017-05-11","Cosmetics",4815,"AS-10240","OFF-PA-10002120","41.472"
608,"91ba1665eEb4D22","Cohen, Saunders and Curtis","Albania","Cloned modular benchmark","2016-09-04","2016-09-09","Other Industry",1999,"AR-10510","OFF-BI-10000848","239.5"
609,"EfeC11cA6A7F3A0","Castro-Hill","Korea","Switchable transitional workforce","2014-05-19","2014-05-22","Alternative Medicine",4155,"AR-10510","OFF-AR-10001246","34.2"
610,"71CB5bb4c0E418f","Roman Ltd","Mauritius","Centralized neutral budgetary management","2016-06-17","2016-06-23","Transportation",1888,"AR-10510","TEC-PH-10003092","376.866"
611,"0052ABdaff57DaC","Donovan-Christian","Denmark","Adaptive optimizing function","2015-11-02","2015-11-05","Broadcast Media",4544,"NB-18655","TEC-PH-10003012","197.72"
612,"a2A1fCeeD2Eb3C9","Jacobson-Wang","Gibraltar","Triple-buffered foreground software","2017-11-04","2017-11-09","Alternative Medicine",68,"NB-18655","OFF-LA-10004345","70.72"
613,"d2B69eFEdFF6f87","Garcia Group","Congo","Multi-tiered bifurcated Graphic Interface","2017-11-04","2017-11-09","Real Estate / Mortgage",818,"GD-14590","OFF-PA-10001204","194.352"
614,"33dDaAc27baFc92","Everett-Duke","Romania","Innovative empowering infrastructure","2017-12-05","2017-12-08","Package / Freight Delivery",9578,"GD-14590","TEC-PH-10004667","21.6"
615,"ACdff0Ed4a87223","Matthews, Gilbert and Richardson","United Kingdom","Secured analyzing data-warehouse","2017-12-05","2017-12-08","Graphic Design / Web Design",2273,"CK-12595","TEC-PH-10000011","11.07"
616,"45EA8CA6e8ef04f","Pena Inc","Poland","Customizable homogeneous contingency","2016-05-16","2016-05-19","International Affairs",2178,"CK-12595","OFF-BI-10002949","282.84"
617,"81e5ed37752AecF","Simon-Cabrera","Papua New Guinea","Ergonomic multi-state data-warehouse","2016-05-16","2016-05-19","Design",5425,"NG-18355","FUR-FU-10003849","27.72"
618,"ac06371D52Dbb88","Duran, Conrad and Potts","Sri Lanka","Devolved uniform challenge","2017-10-24","2017-10-30","Import / Export",8838,"NG-18355","FUR-FU-10000010","11.68"
619,"0baed0CcD09B002","Bartlett and Sons","Macao","Intuitive asynchronous interface","2016-09-18","2016-09-22","Aviation / Aerospace",7529,"NG-18355","OFF-BI-10002824","239.984"
620,"50D48830dc9A8ac","Soto-Perry","Antigua and Barbuda","Phased content-based archive","2014-11-11","2014-11-13","Professional Training",7286,"NG-18355","TEC-PH-10002538","22.98"
621,"61Fa3f026289F8d","Espinoza, Beasley and Jefferson","Togo","Team-oriented discrete customer loyalty","2014-11-11","2014-11-13","Computer / Network Security",5315,"NG-18355","FUR-FU-10000521","102.13"
622,"Fda5EAa1EFc8169","Duncan Inc","Lithuania","Diverse national knowledgebase","2014-11-11","2014-11-13","Photography",131,"CA-12265","OFF-BI-10002103","2033.584"
623,"A3A8d60aF487c75","Harris-Clarke","Botswana","Cross-platform client-server interface","2016-08-22","2016-08-29","Publishing Industry",6150,"SF-20965","FUR-CH-10004853","5.76"
624,"DDCe8F6ec509eFD","Wiley-Mcdaniel","Korea","Public-key cohesive product","2017-11-16","2017-11-21","Furniture",7175,"SF-20965","OFF-AP-10000179","899.982"
625,"C82Cee1027A60E8","Powell Group","Kenya","Digitized fresh-thinking throughput","2017-11-16","2017-11-21","Chemicals",5802,"SF-20965","OFF-ST-10001272","86.352"
626,"6A4b8db76DFE7c8","Chase Inc","Saint Martin","Re-contextualized dedicated artificial intelligence","2017-11-16","2017-11-21","Financial Services",505,"SF-20965","OFF-AR-10004042","139.96"
627,"ebdaFeFb1Fde197","Livingston LLC","Gibraltar","Universal system-worthy instruction set","2014-09-26","2014-09-30","Machinery",4606,"MO-17800","FUR-FU-10000221","16.704"
628,"61521F79cd45a7b","King-Howard","Barbados","Devolved asymmetric analyzer","2014-09-26","2014-09-30","Education Management",321,"AT-10735","OFF-AP-10001563","3.152"
629,"8DcdEAcaB4DF193","Park, Gross and Kirk","San Marino","Persistent 5thgeneration budgetary management","2014-09-26","2014-09-30","Aviation / Aerospace",1561,"LC-17140","OFF-BI-10000605","32.896"
630,"41EF2a0F35C4fA7","Porter, Schaefer and Fields","Kazakhstan","Synchronized high-level throughput","2017-06-29","2017-06-30","Graphic Design / Web Design",6742,"LC-17140","OFF-PA-10002615","21.392"
631,"521B3D4a4BE241E","Meadows-Macias","Costa Rica","Reduced heuristic capacity","2017-06-29","2017-06-30","Transportation",904,"FM-14380","OFF-ST-10001963","307.314"
632,"B598519fDfC530B","Petty Group","Bouvet Island (Bouvetoya)","Reduced multimedia function","2017-06-29","2017-06-30","Marketing / Advertising / Sales",8830,"FM-14380","TEC-AC-10001267","409.9992"
633,"617EB4Da0D0Ade5","Griffith-Reyes","Tokelau","Devolved systemic parallelism","2017-09-23","2017-09-25","E - Learning",1020,"FM-14380","TEC-PH-10002103","9.248"
634,"A4c0C42A1ebE6e4","Mcclain, Tucker and Mills","Guyana","Monitored mission-critical definition","2014-11-23","2014-11-27","Museums / Institutions",7429,"BD-11605","TEC-AC-10002857","14.67"
635,"Cc5E81A4Ab8de93","Hardin-Mcdowell","Sri Lanka","Operative mobile circuit","2014-01-13","2014-01-18","Motion Pictures / Film",386,"BD-11605","OFF-LA-10003930","37.408"
636,"4c0ab3fc0Bd3e59","Brennan LLC","Ghana","Multi-layered regional approach","2014-01-13","2014-01-18","Performing Arts",2037,"DJ-13420","FUR-CH-10001482","3.438"
637,"B98b5b8944c73CD","Liu Inc","Holy See (Vatican City State)","Devolved encompassing hardware","2016-05-31","2016-06-06","Automotive",1905,"ME-17725","OFF-BI-10001989","7.152"
638,"405eE5eC62afBAC","Archer Ltd","Faroe Islands","Polarized static protocol","2016-05-31","2016-06-06","Electrical / Electronic Manufacturing",4319,"ME-17725","OFF-AP-10003287","179.7"
639,"F9F00C309Cce4eB","Christian-Lynch","Nicaragua","Enhanced fault-tolerant superstructure","2017-02-13","2017-02-17","Wholesale",2252,"RB-19465","FUR-FU-10000576","90.64"
640,"A36BAb58C5edCe3","Roth Inc","New Zealand","Optional next generation application","2014-10-14","2014-10-17","Telecommunications",4427,"RB-19465","OFF-BI-10004728","177"
641,"A3CAcE5f8788eB6","Webb, Curtis and Massey","Micronesia","Decentralized even-keeled solution","2014-10-14","2014-10-17","Recreational Facilities / Services",5722,"JD-16150","FUR-FU-10000732","79.45"
642,"ff2afd431a4389f","Coffey, Ali and Glover","Niger","Exclusive reciprocal strategy","2014-10-14","2014-10-17","Legal Services",3362,"JL-15835","OFF-ST-10000585","1628.82"
643,"Ffb1A8AF4FEc7Ce","Vaughn LLC","Botswana","Organized demand-driven capacity","2014-11-18","2014-11-25","Food / Beverages",9751,"JL-15835","OFF-LA-10002787","137.54"
644,"2Ecb7041DC2ADf1","Leon, Kaufman and Richmond","American Samoa","Quality-focused motivating process improvement","2014-11-18","2014-11-25","Printing",3321,"SC-20305","TEC-AC-10003832","730.2"
645,"97bfC3C2f851B8B","Byrd, Pace and Robles","Belgium","Persevering executive protocol","2017-11-12","2017-11-15","Research Industry",3081,"TW-21025","OFF-PA-10001934","11.56"
646,"534b4DCEB8CdECB","Gregory LLC","United States of America","Reduced fresh-thinking strategy","2015-01-28","2015-01-31","Textiles",1682,"CC-12430","OFF-AP-10002457","4297.644"
647,"eA9ae13Ec55d01E","Novak-Gates","Svalbard & Jan Mayen Islands","Digitized transitional benchmark","2014-03-07","2014-03-12","Translation / Localization",36,"BB-10990","OFF-FA-10003112","20.65"
648,"f9a2FB187bCDc9f","Beck-Vaughan","Cook Islands","Operative cohesive complexity","2014-03-07","2014-03-12","Publishing Industry",5082,"BB-10990","OFF-AP-10002350","204.9"
649,"D8eAE5C3a1F27Ef","Wilkerson, Luna and Brewer","Cyprus","Seamless 3rdgeneration open architecture","2014-03-07","2014-03-12","Railroad Manufacture",3822,"AR-10825","FUR-FU-10001935","436.704"
650,"a51fFFfdB11CfF2","Murphy-Esparza","Bolivia","Reduced systematic forecast","2014-03-07","2014-03-12","Venture Capital / VC",6030,"AR-10825","TEC-PH-10003273","481.568"
651,"Ec0E323aCd42b6e","Miles Inc","Angola","Visionary scalable time-frame","2017-06-08","2017-06-13","Dairy",3250,"AR-10825","TEC-AC-10001142","89.544"
